step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
191,6,chol_block,RK_UPDATE_A_6_7,RK_UPDATE_6_7_5,SubMul,VECTOR_MAC,"A_{6,7} = A_{6,7} - L_{6,5}L_{7,5}",2,1.00,CHOL_RK_UPDATE_6_7_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
192,6,chol_block,TRSM_6_0,TRSM_DIV_6_0,Div,SCALAR_DIV,"L_{6,0} = A_{6,0}/L_{0,0}",2*2,4.00,CHOL_TRSM_DIV_6_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
193,6,chol_block,TRSM_6_1,TRSM_DIV_6_1,Div,SCALAR_DIV,"L_{6,1} = A_{6,1}/L_{1,1}",2*2,4.00,CHOL_TRSM_DIV_6_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
194,6,chol_block,TRSM_6_2,TRSM_DIV_6_2,Div,SCALAR_DIV,"L_{6,2} = A_{6,2}/L_{2,2}",2*2,4.00,CHOL_TRSM_DIV_6_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
195,6,chol_block,TRSM_6_3,TRSM_DIV_6_3,Div,SCALAR_DIV,"L_{6,3} = A_{6,3}/L_{3,3}",2*2,4.00,CHOL_TRSM_DIV_6_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
196,6,chol_block,TRSM_6_4,TRSM_DIV_6_4,Div,SCALAR_DIV,"L_{6,4} = A_{6,4}/L_{4,4}",2*2,4.00,CHOL_TRSM_DIV_6_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
197,6,chol_block,TRSM_6_5,TRSM_DIV_6_5,Div,SCALAR_DIV,"L_{6,5} = A_{6,5}/L_{5,5}",2*2,4.00,CHOL_TRSM_DIV_6_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
198,6,chol_block,TRSM_6_1,TRSM_NUM_UPD_6_1_0,SubMul,VECTOR_MAC,"A_{6,1} = A_{6,1} - L_{6,0}L_{1,0}",2,1.00,CHOL_TRSM_NUM_UPD_6_1_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
199,6,chol_block,TRSM_6_2,TRSM_NUM_UPD_6_2_0,SubMul,VECTOR_MAC,"A_{6,2} = A_{6,2} - L_{6,0}L_{2,0}",2,1.00,CHOL_TRSM_NUM_UPD_6_2_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
200,6,chol_block,TRSM_6_2,TRSM_NUM_UPD_6_2_1,SubMul,VECTOR_MAC,"A_{6,2} = A_{6,2} - L_{6,1}L_{2,1}",2,1.00,CHOL_TRSM_NUM_UPD_6_2_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
201,6,chol_block,TRSM_6_3,TRSM_NUM_UPD_6_3_0,SubMul,VECTOR_MAC,"A_{6,3} = A_{6,3} - L_{6,0}L_{3,0}",2,1.00,CHOL_TRSM_NUM_UPD_6_3_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
202,6,chol_block,TRSM_6_3,TRSM_NUM_UPD_6_3_1,SubMul,VECTOR_MAC,"A_{6,3} = A_{6,3} - L_{6,1}L_{3,1}",2,1.00,CHOL_TRSM_NUM_UPD_6_3_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
203,6,chol_block,TRSM_6_3,TRSM_NUM_UPD_6_3_2,SubMul,VECTOR_MAC,"A_{6,3} = A_{6,3} - L_{6,2}L_{3,2}",2,1.00,CHOL_TRSM_NUM_UPD_6_3_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
204,6,chol_block,TRSM_6_4,TRSM_NUM_UPD_6_4_0,SubMul,VECTOR_MAC,"A_{6,4} = A_{6,4} - L_{6,0}L_{4,0}",2,1.00,CHOL_TRSM_NUM_UPD_6_4_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
205,6,chol_block,TRSM_6_4,TRSM_NUM_UPD_6_4_1,SubMul,VECTOR_MAC,"A_{6,4} = A_{6,4} - L_{6,1}L_{4,1}",2,1.00,CHOL_TRSM_NUM_UPD_6_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
206,6,chol_block,TRSM_6_4,TRSM_NUM_UPD_6_4_2,SubMul,VECTOR_MAC,"A_{6,4} = A_{6,4} - L_{6,2}L_{4,2}",2,1.00,CHOL_TRSM_NUM_UPD_6_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
207,6,chol_block,TRSM_6_4,TRSM_NUM_UPD_6_4_3,SubMul,VECTOR_MAC,"A_{6,4} = A_{6,4} - L_{6,3}L_{4,3}",2,1.00,CHOL_TRSM_NUM_UPD_6_4_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
208,6,chol_block,TRSM_6_5,TRSM_NUM_UPD_6_5_0,SubMul,VECTOR_MAC,"A_{6,5} = A_{6,5} - L_{6,0}L_{5,0}",2,1.00,CHOL_TRSM_NUM_UPD_6_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
209,6,chol_block,TRSM_6_5,TRSM_NUM_UPD_6_5_1,SubMul,VECTOR_MAC,"A_{6,5} = A_{6,5} - L_{6,1}L_{5,1}",2,1.00,CHOL_TRSM_NUM_UPD_6_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
210,6,chol_block,TRSM_6_5,TRSM_NUM_UPD_6_5_2,SubMul,VECTOR_MAC,"A_{6,5} = A_{6,5} - L_{6,2}L_{5,2}",2,1.00,CHOL_TRSM_NUM_UPD_6_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
211,6,chol_block,TRSM_6_5,TRSM_NUM_UPD_6_5_3,SubMul,VECTOR_MAC,"A_{6,5} = A_{6,5} - L_{6,3}L_{5,3}",2,1.00,CHOL_TRSM_NUM_UPD_6_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
212,6,chol_block,TRSM_6_5,TRSM_NUM_UPD_6_5_4,SubMul,VECTOR_MAC,"A_{6,5} = A_{6,5} - L_{6,4}L_{5,4}",2,1.00,CHOL_TRSM_NUM_UPD_6_5_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
213,7,chol_block,FWD_COL_7,FWD_DIAG_INV_7,Div,SCALAR_DIV,"Y_{7} = 1/L_{7,7}",2*2,4.00,CHOL_FWD_DIAG_INV_7,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
214,7,chol_block,FWD_COL_0_ROW_7,FWD_OFF_MAC_7_0,SubMul,VECTOR_MAC,"T_{7,0} = Y_{7,:} - L_{7,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
215,7,chol_block,FWD_COL_1_ROW_7,FWD_OFF_MAC_7_1,SubMul,VECTOR_MAC,"T_{7,1} = Y_{7,:} - L_{7,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
216,7,chol_block,FWD_COL_2_ROW_7,FWD_OFF_MAC_7_2,SubMul,VECTOR_MAC,"T_{7,2} = Y_{7,:} - L_{7,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
217,7,chol_block,FWD_COL_3_ROW_7,FWD_OFF_MAC_7_3,SubMul,VECTOR_MAC,"T_{7,3} = Y_{7,:} - L_{7,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_7_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
218,7,chol_block,FWD_COL_4_ROW_7,FWD_OFF_MAC_7_4,SubMul,VECTOR_MAC,"T_{7,4} = Y_{7,:} - L_{7,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_7_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
219,7,chol_block,FWD_COL_5_ROW_7,FWD_OFF_MAC_7_5,SubMul,VECTOR_MAC,"T_{7,5} = Y_{7,:} - L_{7,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_7_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
220,7,chol_block,FWD_COL_6_ROW_7,FWD_OFF_MAC_7_6,SubMul,VECTOR_MAC,"T_{7,6} = Y_{7,:} - L_{7,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_7_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
221,7,chol_block,FWD_COL_0_ROW_7,FWD_OFF_UPD_7_0,Div,SCALAR_DIV,"Y_{7,0} = T_{7,0}/L_{7,7}",2*2,4.00,CHOL_FWD_OFF_UPD_7_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
222,7,chol_block,FWD_COL_1_ROW_7,FWD_OFF_UPD_7_1,Div,SCALAR_DIV,"Y_{7,1} = T_{7,1}/L_{7,7}",2*2,4.00,CHOL_FWD_OFF_UPD_7_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
223,7,chol_block,FWD_COL_2_ROW_7,FWD_OFF_UPD_7_2,Div,SCALAR_DIV,"Y_{7,2} = T_{7,2}/L_{7,7}",2*2,4.00,CHOL_FWD_OFF_UPD_7_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
224,7,chol_block,FWD_COL_3_ROW_7,FWD_OFF_UPD_7_3,Div,SCALAR_DIV,"Y_{7,3} = T_{7,3}/L_{7,7}",2*2,4.00,CHOL_FWD_OFF_UPD_7_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
225,7,chol_block,FWD_COL_4_ROW_7,FWD_OFF_UPD_7_4,Div,SCALAR_DIV,"Y_{7,4} = T_{7,4}/L_{7,7}",2*2,4.00,CHOL_FWD_OFF_UPD_7_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
226,7,chol_block,FWD_COL_5_ROW_7,FWD_OFF_UPD_7_5,Div,SCALAR_DIV,"Y_{7,5} = T_{7,5}/L_{7,7}",2*2,4.00,CHOL_FWD_OFF_UPD_7_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
227,7,chol_block,FWD_COL_6_ROW_7,FWD_OFF_UPD_7_6,Div,SCALAR_DIV,"Y_{7,6} = T_{7,6}/L_{7,7}",2*2,4.00,CHOL_FWD_OFF_UPD_7_6,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
228,7,chol_block,POTRF_DIAG_7,POTRF_DIAG_SQRT_7,Sqrt,SCALAR_SQRT,L_diag_7 = sqrt(A_diag_7),2*2,4.00,CHOL_POTRF_DIAG_SQRT_7,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
229,7,chol_block,POTRF_DIAG_A_7_7,POTRF_DIAG_UPD_7_0,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,0}^2",2,1.00,CHOL_POTRF_DIAG_UPD_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
230,7,chol_block,POTRF_DIAG_A_7_7,POTRF_DIAG_UPD_7_1,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,1}^2",2,1.00,CHOL_POTRF_DIAG_UPD_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
231,7,chol_block,POTRF_DIAG_A_7_7,POTRF_DIAG_UPD_7_2,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,2}^2",2,1.00,CHOL_POTRF_DIAG_UPD_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
232,7,chol_block,POTRF_DIAG_A_7_7,POTRF_DIAG_UPD_7_3,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,3}^2",2,1.00,CHOL_POTRF_DIAG_UPD_7_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
233,7,chol_block,POTRF_DIAG_A_7_7,POTRF_DIAG_UPD_7_4,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,4}^2",2,1.00,CHOL_POTRF_DIAG_UPD_7_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
234,7,chol_block,POTRF_DIAG_A_7_7,POTRF_DIAG_UPD_7_5,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,5}^2",2,1.00,CHOL_POTRF_DIAG_UPD_7_5,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
235,7,chol_block,POTRF_DIAG_A_7_7,POTRF_DIAG_UPD_7_6,SubMul,VECTOR_MAC,"A_{7,7} = A_{7,7} - L_{7,6}^2",2,1.00,CHOL_POTRF_DIAG_UPD_7_6,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
