step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
56,3,chol_block,RK_UPDATE_A_3_4,RK_UPDATE_3_4_1,SubMul,VECTOR_MAC,"A_{3,4} = A_{3,4} - L_{3,1}L_{4,1}",2,1.00,CHOL_RK_UPDATE_3_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
57,3,chol_block,RK_UPDATE_A_3_4,RK_UPDATE_3_4_2,SubMul,VECTOR_MAC,"A_{3,4} = A_{3,4} - L_{3,2}L_{4,2}",2,1.00,CHOL_RK_UPDATE_3_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
58,3,chol_block,RK_UPDATE_A_3_5,RK_UPDATE_3_5_0,SubMul,VECTOR_MAC,"A_{3,5} = A_{3,5} - L_{3,0}L_{5,0}",2,1.00,CHOL_RK_UPDATE_3_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
59,3,chol_block,RK_UPDATE_A_3_5,RK_UPDATE_3_5_1,SubMul,VECTOR_MAC,"A_{3,5} = A_{3,5} - L_{3,1}L_{5,1}",2,1.00,CHOL_RK_UPDATE_3_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
60,3,chol_block,RK_UPDATE_A_3_5,RK_UPDATE_3_5_2,SubMul,VECTOR_MAC,"A_{3,5} = A_{3,5} - L_{3,2}L_{5,2}",2,1.00,CHOL_RK_UPDATE_3_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
61,3,chol_block,RK_UPDATE_A_3_6,RK_UPDATE_3_6_0,SubMul,VECTOR_MAC,"A_{3,6} = A_{3,6} - L_{3,0}L_{6,0}",2,1.00,CHOL_RK_UPDATE_3_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
62,3,chol_block,RK_UPDATE_A_3_6,RK_UPDATE_3_6_1,SubMul,VECTOR_MAC,"A_{3,6} = A_{3,6} - L_{3,1}L_{6,1}",2,1.00,CHOL_RK_UPDATE_3_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
63,3,chol_block,RK_UPDATE_A_3_6,RK_UPDATE_3_6_2,SubMul,VECTOR_MAC,"A_{3,6} = A_{3,6} - L_{3,2}L_{6,2}",2,1.00,CHOL_RK_UPDATE_3_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
64,3,chol_block,RK_UPDATE_A_3_7,RK_UPDATE_3_7_0,SubMul,VECTOR_MAC,"A_{3,7} = A_{3,7} - L_{3,0}L_{7,0}",2,1.00,CHOL_RK_UPDATE_3_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
65,3,chol_block,RK_UPDATE_A_3_7,RK_UPDATE_3_7_1,SubMul,VECTOR_MAC,"A_{3,7} = A_{3,7} - L_{3,1}L_{7,1}",2,1.00,CHOL_RK_UPDATE_3_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
66,3,chol_block,RK_UPDATE_A_3_7,RK_UPDATE_3_7_2,SubMul,VECTOR_MAC,"A_{3,7} = A_{3,7} - L_{3,2}L_{7,2}",2,1.00,CHOL_RK_UPDATE_3_7_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
67,3,chol_block,TRSM_3_0,TRSM_DIV_3_0,Div,SCALAR_DIV,"L_{3,0} = A_{3,0}/L_{0,0}",2*2,4.00,CHOL_TRSM_DIV_3_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
68,3,chol_block,TRSM_3_1,TRSM_DIV_3_1,Div,SCALAR_DIV,"L_{3,1} = A_{3,1}/L_{1,1}",2*2,4.00,CHOL_TRSM_DIV_3_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
69,3,chol_block,TRSM_3_2,TRSM_DIV_3_2,Div,SCALAR_DIV,"L_{3,2} = A_{3,2}/L_{2,2}",2*2,4.00,CHOL_TRSM_DIV_3_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
70,3,chol_block,TRSM_3_1,TRSM_NUM_UPD_3_1_0,SubMul,VECTOR_MAC,"A_{3,1} = A_{3,1} - L_{3,0}L_{1,0}",2,1.00,CHOL_TRSM_NUM_UPD_3_1_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
71,3,chol_block,TRSM_3_2,TRSM_NUM_UPD_3_2_0,SubMul,VECTOR_MAC,"A_{3,2} = A_{3,2} - L_{3,0}L_{2,0}",2,1.00,CHOL_TRSM_NUM_UPD_3_2_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
72,3,chol_block,TRSM_3_2,TRSM_NUM_UPD_3_2_1,SubMul,VECTOR_MAC,"A_{3,2} = A_{3,2} - L_{3,1}L_{2,1}",2,1.00,CHOL_TRSM_NUM_UPD_3_2_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
73,4,chol_block,FWD_COL_4,FWD_DIAG_INV_4,Div,SCALAR_DIV,"Y_{4} = 1/L_{4,4}",2*2,4.00,CHOL_FWD_DIAG_INV_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
74,4,chol_block,FWD_COL_0_ROW_4,FWD_OFF_MAC_4_0,SubMul,VECTOR_MAC,"T_{4,0} = Y_{4,:} - L_{4,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_4_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
75,4,chol_block,FWD_COL_1_ROW_4,FWD_OFF_MAC_4_1,SubMul,VECTOR_MAC,"T_{4,1} = Y_{4,:} - L_{4,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
76,4,chol_block,FWD_COL_2_ROW_4,FWD_OFF_MAC_4_2,SubMul,VECTOR_MAC,"T_{4,2} = Y_{4,:} - L_{4,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
77,4,chol_block,FWD_COL_3_ROW_4,FWD_OFF_MAC_4_3,SubMul,VECTOR_MAC,"T_{4,3} = Y_{4,:} - L_{4,:}Y_:",2,1.00,CHOL_FWD_OFF_MAC_4_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
78,4,chol_block,FWD_COL_0_ROW_4,FWD_OFF_UPD_4_0,Div,SCALAR_DIV,"Y_{4,0} = T_{4,0}/L_{4,4}",2*2,4.00,CHOL_FWD_OFF_UPD_4_0,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
79,4,chol_block,FWD_COL_1_ROW_4,FWD_OFF_UPD_4_1,Div,SCALAR_DIV,"Y_{4,1} = T_{4,1}/L_{4,4}",2*2,4.00,CHOL_FWD_OFF_UPD_4_1,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
80,4,chol_block,FWD_COL_2_ROW_4,FWD_OFF_UPD_4_2,Div,SCALAR_DIV,"Y_{4,2} = T_{4,2}/L_{4,4}",2*2,4.00,CHOL_FWD_OFF_UPD_4_2,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
81,4,chol_block,FWD_COL_3_ROW_4,FWD_OFF_UPD_4_3,Div,SCALAR_DIV,"Y_{4,3} = T_{4,3}/L_{4,4}",2*2,4.00,CHOL_FWD_OFF_UPD_4_3,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
82,4,chol_block,POTRF_DIAG_4,POTRF_DIAG_SQRT_4,Sqrt,SCALAR_SQRT,L_diag_4 = sqrt(A_diag_4),2*2,4.00,CHOL_POTRF_DIAG_SQRT_4,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
83,4,chol_block,POTRF_DIAG_A_4_4,POTRF_DIAG_UPD_4_0,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,0}^2",2,1.00,CHOL_POTRF_DIAG_UPD_4_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
84,4,chol_block,POTRF_DIAG_A_4_4,POTRF_DIAG_UPD_4_1,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,1}^2",2,1.00,CHOL_POTRF_DIAG_UPD_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
85,4,chol_block,POTRF_DIAG_A_4_4,POTRF_DIAG_UPD_4_2,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,2}^2",2,1.00,CHOL_POTRF_DIAG_UPD_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
86,4,chol_block,POTRF_DIAG_A_4_4,POTRF_DIAG_UPD_4_3,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,3}^2",2,1.00,CHOL_POTRF_DIAG_UPD_4_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
87,4,chol_block,RK_UPDATE_A_4_4,RK_UPDATE_4_4_0,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,0}L_{4,0}",2,1.00,CHOL_RK_UPDATE_4_4_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
88,4,chol_block,RK_UPDATE_A_4_4,RK_UPDATE_4_4_1,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,1}L_{4,1}",2,1.00,CHOL_RK_UPDATE_4_4_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
89,4,chol_block,RK_UPDATE_A_4_4,RK_UPDATE_4_4_2,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,2}L_{4,2}",2,1.00,CHOL_RK_UPDATE_4_4_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
90,4,chol_block,RK_UPDATE_A_4_4,RK_UPDATE_4_4_3,SubMul,VECTOR_MAC,"A_{4,4} = A_{4,4} - L_{4,3}L_{4,3}",2,1.00,CHOL_RK_UPDATE_4_4_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
91,4,chol_block,RK_UPDATE_A_4_5,RK_UPDATE_4_5_0,SubMul,VECTOR_MAC,"A_{4,5} = A_{4,5} - L_{4,0}L_{5,0}",2,1.00,CHOL_RK_UPDATE_4_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
92,4,chol_block,RK_UPDATE_A_4_5,RK_UPDATE_4_5_1,SubMul,VECTOR_MAC,"A_{4,5} = A_{4,5} - L_{4,1}L_{5,1}",2,1.00,CHOL_RK_UPDATE_4_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
93,4,chol_block,RK_UPDATE_A_4_5,RK_UPDATE_4_5_2,SubMul,VECTOR_MAC,"A_{4,5} = A_{4,5} - L_{4,2}L_{5,2}",2,1.00,CHOL_RK_UPDATE_4_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
94,4,chol_block,RK_UPDATE_A_4_5,RK_UPDATE_4_5_3,SubMul,VECTOR_MAC,"A_{4,5} = A_{4,5} - L_{4,3}L_{5,3}",2,1.00,CHOL_RK_UPDATE_4_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
95,4,chol_block,RK_UPDATE_A_4_6,RK_UPDATE_4_6_0,SubMul,VECTOR_MAC,"A_{4,6} = A_{4,6} - L_{4,0}L_{6,0}",2,1.00,CHOL_RK_UPDATE_4_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
96,4,chol_block,RK_UPDATE_A_4_6,RK_UPDATE_4_6_1,SubMul,VECTOR_MAC,"A_{4,6} = A_{4,6} - L_{4,1}L_{6,1}",2,1.00,CHOL_RK_UPDATE_4_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
97,4,chol_block,RK_UPDATE_A_4_6,RK_UPDATE_4_6_2,SubMul,VECTOR_MAC,"A_{4,6} = A_{4,6} - L_{4,2}L_{6,2}",2,1.00,CHOL_RK_UPDATE_4_6_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
98,4,chol_block,RK_UPDATE_A_4_6,RK_UPDATE_4_6_3,SubMul,VECTOR_MAC,"A_{4,6} = A_{4,6} - L_{4,3}L_{6,3}",2,1.00,CHOL_RK_UPDATE_4_6_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
99,4,chol_block,RK_UPDATE_A_4_7,RK_UPDATE_4_7_0,SubMul,VECTOR_MAC,"A_{4,7} = A_{4,7} - L_{4,0}L_{7,0}",2,1.00,CHOL_RK_UPDATE_4_7_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
100,4,chol_block,RK_UPDATE_A_4_7,RK_UPDATE_4_7_1,SubMul,VECTOR_MAC,"A_{4,7} = A_{4,7} - L_{4,1}L_{7,1}",2,1.00,CHOL_RK_UPDATE_4_7_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
