major_idx,layer_idx,operator_mode,major_step,compute_ops,substep_count,major_cycle_sum,major_cycle_mean,major_cycle_max,major_cycle_min,substeps
189,10,chol_nb,TRSM_10_6,VECTOR_MAC|VECTOR_MUL,7,7.00,1.00,1.00,1.00,TRSM_MUL_10_6|TRSM_NUM_UPD_10_6_0|TRSM_NUM_UPD_10_6_1|TRSM_NUM_UPD_10_6_2|TRSM_NUM_UPD_10_6_3|TRSM_NUM_UPD_10_6_4|TRSM_NUM_UPD_10_6_5
190,10,chol_nb,TRSM_10_7,VECTOR_MAC|VECTOR_MUL,8,8.00,1.00,1.00,1.00,TRSM_MUL_10_7|TRSM_NUM_UPD_10_7_0|TRSM_NUM_UPD_10_7_1|TRSM_NUM_UPD_10_7_2|TRSM_NUM_UPD_10_7_3|TRSM_NUM_UPD_10_7_4|TRSM_NUM_UPD_10_7_5|TRSM_NUM_UPD_10_7_6
191,10,chol_nb,TRSM_10_8,VECTOR_MAC|VECTOR_MUL,9,9.00,1.00,1.00,1.00,TRSM_MUL_10_8|TRSM_NUM_UPD_10_8_0|TRSM_NUM_UPD_10_8_1|TRSM_NUM_UPD_10_8_2|TRSM_NUM_UPD_10_8_3|TRSM_NUM_UPD_10_8_4|TRSM_NUM_UPD_10_8_5|TRSM_NUM_UPD_10_8_6|TRSM_NUM_UPD_10_8_7
192,10,chol_nb,TRSM_10_9,VECTOR_MAC|VECTOR_MUL,10,10.00,1.00,1.00,1.00,TRSM_MUL_10_9|TRSM_NUM_UPD_10_9_0|TRSM_NUM_UPD_10_9_1|TRSM_NUM_UPD_10_9_2|TRSM_NUM_UPD_10_9_3|TRSM_NUM_UPD_10_9_4|TRSM_NUM_UPD_10_9_5|TRSM_NUM_UPD_10_9_6|TRSM_NUM_UPD_10_9_7|TRSM_NUM_UPD_10_9_8
193,10,chol_nb,TRSM_DIAG_10,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_10
194,11,chol_nb,POTRF_DIAG_11,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_11
195,11,chol_nb,POTRF_DIAG_A_11_11,VECTOR_MAC,11,11.00,1.00,1.00,1.00,POTRF_DIAG_UPD_11_0|POTRF_DIAG_UPD_11_1|POTRF_DIAG_UPD_11_10|POTRF_DIAG_UPD_11_2|POTRF_DIAG_UPD_11_3|POTRF_DIAG_UPD_11_4|POTRF_DIAG_UPD_11_5|POTRF_DIAG_UPD_11_6|POTRF_DIAG_UPD_11_7|POTRF_DIAG_UPD_11_8|POTRF_DIAG_UPD_11_9
196,11,chol_nb,RK_UPDATE_A_11_11,VECTOR_MAC,11,11.00,1.00,1.00,1.00,RK_UPDATE_11_11_0|RK_UPDATE_11_11_1|RK_UPDATE_11_11_10|RK_UPDATE_11_11_2|RK_UPDATE_11_11_3|RK_UPDATE_11_11_4|RK_UPDATE_11_11_5|RK_UPDATE_11_11_6|RK_UPDATE_11_11_7|RK_UPDATE_11_11_8|RK_UPDATE_11_11_9
197,11,chol_nb,RK_UPDATE_A_11_12,VECTOR_MAC,11,11.00,1.00,1.00,1.00,RK_UPDATE_11_12_0|RK_UPDATE_11_12_1|RK_UPDATE_11_12_10|RK_UPDATE_11_12_2|RK_UPDATE_11_12_3|RK_UPDATE_11_12_4|RK_UPDATE_11_12_5|RK_UPDATE_11_12_6|RK_UPDATE_11_12_7|RK_UPDATE_11_12_8|RK_UPDATE_11_12_9
198,11,chol_nb,RK_UPDATE_A_11_13,VECTOR_MAC,11,11.00,1.00,1.00,1.00,RK_UPDATE_11_13_0|RK_UPDATE_11_13_1|RK_UPDATE_11_13_10|RK_UPDATE_11_13_2|RK_UPDATE_11_13_3|RK_UPDATE_11_13_4|RK_UPDATE_11_13_5|RK_UPDATE_11_13_6|RK_UPDATE_11_13_7|RK_UPDATE_11_13_8|RK_UPDATE_11_13_9
199,11,chol_nb,RK_UPDATE_A_11_14,VECTOR_MAC,11,11.00,1.00,1.00,1.00,RK_UPDATE_11_14_0|RK_UPDATE_11_14_1|RK_UPDATE_11_14_10|RK_UPDATE_11_14_2|RK_UPDATE_11_14_3|RK_UPDATE_11_14_4|RK_UPDATE_11_14_5|RK_UPDATE_11_14_6|RK_UPDATE_11_14_7|RK_UPDATE_11_14_8|RK_UPDATE_11_14_9
200,11,chol_nb,RK_UPDATE_A_11_15,VECTOR_MAC,11,11.00,1.00,1.00,1.00,RK_UPDATE_11_15_0|RK_UPDATE_11_15_1|RK_UPDATE_11_15_10|RK_UPDATE_11_15_2|RK_UPDATE_11_15_3|RK_UPDATE_11_15_4|RK_UPDATE_11_15_5|RK_UPDATE_11_15_6|RK_UPDATE_11_15_7|RK_UPDATE_11_15_8|RK_UPDATE_11_15_9
201,11,chol_nb,TRSM_11_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_11_0
202,11,chol_nb,TRSM_11_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_11_1|TRSM_NUM_UPD_11_1_0
203,11,chol_nb,TRSM_11_10,VECTOR_MAC|VECTOR_MUL,11,11.00,1.00,1.00,1.00,TRSM_MUL_11_10|TRSM_NUM_UPD_11_10_0|TRSM_NUM_UPD_11_10_1|TRSM_NUM_UPD_11_10_2|TRSM_NUM_UPD_11_10_3|TRSM_NUM_UPD_11_10_4|TRSM_NUM_UPD_11_10_5|TRSM_NUM_UPD_11_10_6|TRSM_NUM_UPD_11_10_7|TRSM_NUM_UPD_11_10_8|TRSM_NUM_UPD_11_10_9
204,11,chol_nb,TRSM_11_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_11_2|TRSM_NUM_UPD_11_2_0|TRSM_NUM_UPD_11_2_1
205,11,chol_nb,TRSM_11_3,VECTOR_MAC|VECTOR_MUL,4,4.00,1.00,1.00,1.00,TRSM_MUL_11_3|TRSM_NUM_UPD_11_3_0|TRSM_NUM_UPD_11_3_1|TRSM_NUM_UPD_11_3_2
206,11,chol_nb,TRSM_11_4,VECTOR_MAC|VECTOR_MUL,5,5.00,1.00,1.00,1.00,TRSM_MUL_11_4|TRSM_NUM_UPD_11_4_0|TRSM_NUM_UPD_11_4_1|TRSM_NUM_UPD_11_4_2|TRSM_NUM_UPD_11_4_3
207,11,chol_nb,TRSM_11_5,VECTOR_MAC|VECTOR_MUL,6,6.00,1.00,1.00,1.00,TRSM_MUL_11_5|TRSM_NUM_UPD_11_5_0|TRSM_NUM_UPD_11_5_1|TRSM_NUM_UPD_11_5_2|TRSM_NUM_UPD_11_5_3|TRSM_NUM_UPD_11_5_4
208,11,chol_nb,TRSM_11_6,VECTOR_MAC|VECTOR_MUL,7,7.00,1.00,1.00,1.00,TRSM_MUL_11_6|TRSM_NUM_UPD_11_6_0|TRSM_NUM_UPD_11_6_1|TRSM_NUM_UPD_11_6_2|TRSM_NUM_UPD_11_6_3|TRSM_NUM_UPD_11_6_4|TRSM_NUM_UPD_11_6_5
209,11,chol_nb,TRSM_11_7,VECTOR_MAC|VECTOR_MUL,8,8.00,1.00,1.00,1.00,TRSM_MUL_11_7|TRSM_NUM_UPD_11_7_0|TRSM_NUM_UPD_11_7_1|TRSM_NUM_UPD_11_7_2|TRSM_NUM_UPD_11_7_3|TRSM_NUM_UPD_11_7_4|TRSM_NUM_UPD_11_7_5|TRSM_NUM_UPD_11_7_6
210,11,chol_nb,TRSM_11_8,VECTOR_MAC|VECTOR_MUL,9,9.00,1.00,1.00,1.00,TRSM_MUL_11_8|TRSM_NUM_UPD_11_8_0|TRSM_NUM_UPD_11_8_1|TRSM_NUM_UPD_11_8_2|TRSM_NUM_UPD_11_8_3|TRSM_NUM_UPD_11_8_4|TRSM_NUM_UPD_11_8_5|TRSM_NUM_UPD_11_8_6|TRSM_NUM_UPD_11_8_7
211,11,chol_nb,TRSM_11_9,VECTOR_MAC|VECTOR_MUL,10,10.00,1.00,1.00,1.00,TRSM_MUL_11_9|TRSM_NUM_UPD_11_9_0|TRSM_NUM_UPD_11_9_1|TRSM_NUM_UPD_11_9_2|TRSM_NUM_UPD_11_9_3|TRSM_NUM_UPD_11_9_4|TRSM_NUM_UPD_11_9_5|TRSM_NUM_UPD_11_9_6|TRSM_NUM_UPD_11_9_7|TRSM_NUM_UPD_11_9_8
212,11,chol_nb,TRSM_DIAG_11,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_11
213,12,chol_nb,POTRF_DIAG_12,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_12
214,12,chol_nb,POTRF_DIAG_A_12_12,VECTOR_MAC,12,12.00,1.00,1.00,1.00,POTRF_DIAG_UPD_12_0|POTRF_DIAG_UPD_12_1|POTRF_DIAG_UPD_12_10|POTRF_DIAG_UPD_12_11|POTRF_DIAG_UPD_12_2|POTRF_DIAG_UPD_12_3|POTRF_DIAG_UPD_12_4|POTRF_DIAG_UPD_12_5|POTRF_DIAG_UPD_12_6|POTRF_DIAG_UPD_12_7|POTRF_DIAG_UPD_12_8|POTRF_DIAG_UPD_12_9
215,12,chol_nb,RK_UPDATE_A_12_12,VECTOR_MAC,12,12.00,1.00,1.00,1.00,RK_UPDATE_12_12_0|RK_UPDATE_12_12_1|RK_UPDATE_12_12_10|RK_UPDATE_12_12_11|RK_UPDATE_12_12_2|RK_UPDATE_12_12_3|RK_UPDATE_12_12_4|RK_UPDATE_12_12_5|RK_UPDATE_12_12_6|RK_UPDATE_12_12_7|RK_UPDATE_12_12_8|RK_UPDATE_12_12_9
216,12,chol_nb,RK_UPDATE_A_12_13,VECTOR_MAC,12,12.00,1.00,1.00,1.00,RK_UPDATE_12_13_0|RK_UPDATE_12_13_1|RK_UPDATE_12_13_10|RK_UPDATE_12_13_11|RK_UPDATE_12_13_2|RK_UPDATE_12_13_3|RK_UPDATE_12_13_4|RK_UPDATE_12_13_5|RK_UPDATE_12_13_6|RK_UPDATE_12_13_7|RK_UPDATE_12_13_8|RK_UPDATE_12_13_9
217,12,chol_nb,RK_UPDATE_A_12_14,VECTOR_MAC,12,12.00,1.00,1.00,1.00,RK_UPDATE_12_14_0|RK_UPDATE_12_14_1|RK_UPDATE_12_14_10|RK_UPDATE_12_14_11|RK_UPDATE_12_14_2|RK_UPDATE_12_14_3|RK_UPDATE_12_14_4|RK_UPDATE_12_14_5|RK_UPDATE_12_14_6|RK_UPDATE_12_14_7|RK_UPDATE_12_14_8|RK_UPDATE_12_14_9
218,12,chol_nb,RK_UPDATE_A_12_15,VECTOR_MAC,12,12.00,1.00,1.00,1.00,RK_UPDATE_12_15_0|RK_UPDATE_12_15_1|RK_UPDATE_12_15_10|RK_UPDATE_12_15_11|RK_UPDATE_12_15_2|RK_UPDATE_12_15_3|RK_UPDATE_12_15_4|RK_UPDATE_12_15_5|RK_UPDATE_12_15_6|RK_UPDATE_12_15_7|RK_UPDATE_12_15_8|RK_UPDATE_12_15_9
219,12,chol_nb,TRSM_12_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_12_0
220,12,chol_nb,TRSM_12_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_12_1|TRSM_NUM_UPD_12_1_0
221,12,chol_nb,TRSM_12_10,VECTOR_MAC|VECTOR_MUL,11,11.00,1.00,1.00,1.00,TRSM_MUL_12_10|TRSM_NUM_UPD_12_10_0|TRSM_NUM_UPD_12_10_1|TRSM_NUM_UPD_12_10_2|TRSM_NUM_UPD_12_10_3|TRSM_NUM_UPD_12_10_4|TRSM_NUM_UPD_12_10_5|TRSM_NUM_UPD_12_10_6|TRSM_NUM_UPD_12_10_7|TRSM_NUM_UPD_12_10_8|TRSM_NUM_UPD_12_10_9
222,12,chol_nb,TRSM_12_11,VECTOR_MAC|VECTOR_MUL,12,12.00,1.00,1.00,1.00,TRSM_MUL_12_11|TRSM_NUM_UPD_12_11_0|TRSM_NUM_UPD_12_11_1|TRSM_NUM_UPD_12_11_10|TRSM_NUM_UPD_12_11_2|TRSM_NUM_UPD_12_11_3|TRSM_NUM_UPD_12_11_4|TRSM_NUM_UPD_12_11_5|TRSM_NUM_UPD_12_11_6|TRSM_NUM_UPD_12_11_7|TRSM_NUM_UPD_12_11_8|TRSM_NUM_UPD_12_11_9
223,12,chol_nb,TRSM_12_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_12_2|TRSM_NUM_UPD_12_2_0|TRSM_NUM_UPD_12_2_1
224,12,chol_nb,TRSM_12_3,VECTOR_MAC|VECTOR_MUL,4,4.00,1.00,1.00,1.00,TRSM_MUL_12_3|TRSM_NUM_UPD_12_3_0|TRSM_NUM_UPD_12_3_1|TRSM_NUM_UPD_12_3_2
225,12,chol_nb,TRSM_12_4,VECTOR_MAC|VECTOR_MUL,5,5.00,1.00,1.00,1.00,TRSM_MUL_12_4|TRSM_NUM_UPD_12_4_0|TRSM_NUM_UPD_12_4_1|TRSM_NUM_UPD_12_4_2|TRSM_NUM_UPD_12_4_3
226,12,chol_nb,TRSM_12_5,VECTOR_MAC|VECTOR_MUL,6,6.00,1.00,1.00,1.00,TRSM_MUL_12_5|TRSM_NUM_UPD_12_5_0|TRSM_NUM_UPD_12_5_1|TRSM_NUM_UPD_12_5_2|TRSM_NUM_UPD_12_5_3|TRSM_NUM_UPD_12_5_4
227,12,chol_nb,TRSM_12_6,VECTOR_MAC|VECTOR_MUL,7,7.00,1.00,1.00,1.00,TRSM_MUL_12_6|TRSM_NUM_UPD_12_6_0|TRSM_NUM_UPD_12_6_1|TRSM_NUM_UPD_12_6_2|TRSM_NUM_UPD_12_6_3|TRSM_NUM_UPD_12_6_4|TRSM_NUM_UPD_12_6_5
228,12,chol_nb,TRSM_12_7,VECTOR_MAC|VECTOR_MUL,8,8.00,1.00,1.00,1.00,TRSM_MUL_12_7|TRSM_NUM_UPD_12_7_0|TRSM_NUM_UPD_12_7_1|TRSM_NUM_UPD_12_7_2|TRSM_NUM_UPD_12_7_3|TRSM_NUM_UPD_12_7_4|TRSM_NUM_UPD_12_7_5|TRSM_NUM_UPD_12_7_6
229,12,chol_nb,TRSM_12_8,VECTOR_MAC|VECTOR_MUL,9,9.00,1.00,1.00,1.00,TRSM_MUL_12_8|TRSM_NUM_UPD_12_8_0|TRSM_NUM_UPD_12_8_1|TRSM_NUM_UPD_12_8_2|TRSM_NUM_UPD_12_8_3|TRSM_NUM_UPD_12_8_4|TRSM_NUM_UPD_12_8_5|TRSM_NUM_UPD_12_8_6|TRSM_NUM_UPD_12_8_7
230,12,chol_nb,TRSM_12_9,VECTOR_MAC|VECTOR_MUL,10,10.00,1.00,1.00,1.00,TRSM_MUL_12_9|TRSM_NUM_UPD_12_9_0|TRSM_NUM_UPD_12_9_1|TRSM_NUM_UPD_12_9_2|TRSM_NUM_UPD_12_9_3|TRSM_NUM_UPD_12_9_4|TRSM_NUM_UPD_12_9_5|TRSM_NUM_UPD_12_9_6|TRSM_NUM_UPD_12_9_7|TRSM_NUM_UPD_12_9_8
231,12,chol_nb,TRSM_DIAG_12,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_12
232,13,chol_nb,POTRF_DIAG_13,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_13
233,13,chol_nb,POTRF_DIAG_A_13_13,VECTOR_MAC,13,13.00,1.00,1.00,1.00,POTRF_DIAG_UPD_13_0|POTRF_DIAG_UPD_13_1|POTRF_DIAG_UPD_13_10|POTRF_DIAG_UPD_13_11|POTRF_DIAG_UPD_13_12|POTRF_DIAG_UPD_13_2|POTRF_DIAG_UPD_13_3|POTRF_DIAG_UPD_13_4|POTRF_DIAG_UPD_13_5|POTRF_DIAG_UPD_13_6|POTRF_DIAG_UPD_13_7|POTRF_DIAG_UPD_13_8|POTRF_DIAG_UPD_13_9
234,13,chol_nb,RK_UPDATE_A_13_13,VECTOR_MAC,13,13.00,1.00,1.00,1.00,RK_UPDATE_13_13_0|RK_UPDATE_13_13_1|RK_UPDATE_13_13_10|RK_UPDATE_13_13_11|RK_UPDATE_13_13_12|RK_UPDATE_13_13_2|RK_UPDATE_13_13_3|RK_UPDATE_13_13_4|RK_UPDATE_13_13_5|RK_UPDATE_13_13_6|RK_UPDATE_13_13_7|RK_UPDATE_13_13_8|RK_UPDATE_13_13_9
235,13,chol_nb,RK_UPDATE_A_13_14,VECTOR_MAC,13,13.00,1.00,1.00,1.00,RK_UPDATE_13_14_0|RK_UPDATE_13_14_1|RK_UPDATE_13_14_10|RK_UPDATE_13_14_11|RK_UPDATE_13_14_12|RK_UPDATE_13_14_2|RK_UPDATE_13_14_3|RK_UPDATE_13_14_4|RK_UPDATE_13_14_5|RK_UPDATE_13_14_6|RK_UPDATE_13_14_7|RK_UPDATE_13_14_8|RK_UPDATE_13_14_9
236,13,chol_nb,RK_UPDATE_A_13_15,VECTOR_MAC,13,13.00,1.00,1.00,1.00,RK_UPDATE_13_15_0|RK_UPDATE_13_15_1|RK_UPDATE_13_15_10|RK_UPDATE_13_15_11|RK_UPDATE_13_15_12|RK_UPDATE_13_15_2|RK_UPDATE_13_15_3|RK_UPDATE_13_15_4|RK_UPDATE_13_15_5|RK_UPDATE_13_15_6|RK_UPDATE_13_15_7|RK_UPDATE_13_15_8|RK_UPDATE_13_15_9
237,13,chol_nb,TRSM_13_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_13_0
238,13,chol_nb,TRSM_13_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_13_1|TRSM_NUM_UPD_13_1_0
239,13,chol_nb,TRSM_13_10,VECTOR_MAC|VECTOR_MUL,11,11.00,1.00,1.00,1.00,TRSM_MUL_13_10|TRSM_NUM_UPD_13_10_0|TRSM_NUM_UPD_13_10_1|TRSM_NUM_UPD_13_10_2|TRSM_NUM_UPD_13_10_3|TRSM_NUM_UPD_13_10_4|TRSM_NUM_UPD_13_10_5|TRSM_NUM_UPD_13_10_6|TRSM_NUM_UPD_13_10_7|TRSM_NUM_UPD_13_10_8|TRSM_NUM_UPD_13_10_9
240,13,chol_nb,TRSM_13_11,VECTOR_MAC|VECTOR_MUL,12,12.00,1.00,1.00,1.00,TRSM_MUL_13_11|TRSM_NUM_UPD_13_11_0|TRSM_NUM_UPD_13_11_1|TRSM_NUM_UPD_13_11_10|TRSM_NUM_UPD_13_11_2|TRSM_NUM_UPD_13_11_3|TRSM_NUM_UPD_13_11_4|TRSM_NUM_UPD_13_11_5|TRSM_NUM_UPD_13_11_6|TRSM_NUM_UPD_13_11_7|TRSM_NUM_UPD_13_11_8|TRSM_NUM_UPD_13_11_9
241,13,chol_nb,TRSM_13_12,VECTOR_MAC|VECTOR_MUL,13,13.00,1.00,1.00,1.00,TRSM_MUL_13_12|TRSM_NUM_UPD_13_12_0|TRSM_NUM_UPD_13_12_1|TRSM_NUM_UPD_13_12_10|TRSM_NUM_UPD_13_12_11|TRSM_NUM_UPD_13_12_2|TRSM_NUM_UPD_13_12_3|TRSM_NUM_UPD_13_12_4|TRSM_NUM_UPD_13_12_5|TRSM_NUM_UPD_13_12_6|TRSM_NUM_UPD_13_12_7|TRSM_NUM_UPD_13_12_8|TRSM_NUM_UPD_13_12_9
242,13,chol_nb,TRSM_13_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_13_2|TRSM_NUM_UPD_13_2_0|TRSM_NUM_UPD_13_2_1
243,13,chol_nb,TRSM_13_3,VECTOR_MAC|VECTOR_MUL,4,4.00,1.00,1.00,1.00,TRSM_MUL_13_3|TRSM_NUM_UPD_13_3_0|TRSM_NUM_UPD_13_3_1|TRSM_NUM_UPD_13_3_2
244,13,chol_nb,TRSM_13_4,VECTOR_MAC|VECTOR_MUL,5,5.00,1.00,1.00,1.00,TRSM_MUL_13_4|TRSM_NUM_UPD_13_4_0|TRSM_NUM_UPD_13_4_1|TRSM_NUM_UPD_13_4_2|TRSM_NUM_UPD_13_4_3
245,13,chol_nb,TRSM_13_5,VECTOR_MAC|VECTOR_MUL,6,6.00,1.00,1.00,1.00,TRSM_MUL_13_5|TRSM_NUM_UPD_13_5_0|TRSM_NUM_UPD_13_5_1|TRSM_NUM_UPD_13_5_2|TRSM_NUM_UPD_13_5_3|TRSM_NUM_UPD_13_5_4
246,13,chol_nb,TRSM_13_6,VECTOR_MAC|VECTOR_MUL,7,7.00,1.00,1.00,1.00,TRSM_MUL_13_6|TRSM_NUM_UPD_13_6_0|TRSM_NUM_UPD_13_6_1|TRSM_NUM_UPD_13_6_2|TRSM_NUM_UPD_13_6_3|TRSM_NUM_UPD_13_6_4|TRSM_NUM_UPD_13_6_5
247,13,chol_nb,TRSM_13_7,VECTOR_MAC|VECTOR_MUL,8,8.00,1.00,1.00,1.00,TRSM_MUL_13_7|TRSM_NUM_UPD_13_7_0|TRSM_NUM_UPD_13_7_1|TRSM_NUM_UPD_13_7_2|TRSM_NUM_UPD_13_7_3|TRSM_NUM_UPD_13_7_4|TRSM_NUM_UPD_13_7_5|TRSM_NUM_UPD_13_7_6
248,13,chol_nb,TRSM_13_8,VECTOR_MAC|VECTOR_MUL,9,9.00,1.00,1.00,1.00,TRSM_MUL_13_8|TRSM_NUM_UPD_13_8_0|TRSM_NUM_UPD_13_8_1|TRSM_NUM_UPD_13_8_2|TRSM_NUM_UPD_13_8_3|TRSM_NUM_UPD_13_8_4|TRSM_NUM_UPD_13_8_5|TRSM_NUM_UPD_13_8_6|TRSM_NUM_UPD_13_8_7
249,13,chol_nb,TRSM_13_9,VECTOR_MAC|VECTOR_MUL,10,10.00,1.00,1.00,1.00,TRSM_MUL_13_9|TRSM_NUM_UPD_13_9_0|TRSM_NUM_UPD_13_9_1|TRSM_NUM_UPD_13_9_2|TRSM_NUM_UPD_13_9_3|TRSM_NUM_UPD_13_9_4|TRSM_NUM_UPD_13_9_5|TRSM_NUM_UPD_13_9_6|TRSM_NUM_UPD_13_9_7|TRSM_NUM_UPD_13_9_8
250,13,chol_nb,TRSM_DIAG_13,SCALAR_DIV,1,4.00,4.00,4.00,4.00,TRSM_DIAG_INV_13
251,14,chol_nb,POTRF_DIAG_14,SCALAR_SQRT,1,4.00,4.00,4.00,4.00,POTRF_DIAG_SQRT_14
252,14,chol_nb,POTRF_DIAG_A_14_14,VECTOR_MAC,14,14.00,1.00,1.00,1.00,POTRF_DIAG_UPD_14_0|POTRF_DIAG_UPD_14_1|POTRF_DIAG_UPD_14_10|POTRF_DIAG_UPD_14_11|POTRF_DIAG_UPD_14_12|POTRF_DIAG_UPD_14_13|POTRF_DIAG_UPD_14_2|POTRF_DIAG_UPD_14_3|POTRF_DIAG_UPD_14_4|POTRF_DIAG_UPD_14_5|POTRF_DIAG_UPD_14_6|POTRF_DIAG_UPD_14_7|POTRF_DIAG_UPD_14_8|POTRF_DIAG_UPD_14_9
253,14,chol_nb,RK_UPDATE_A_14_14,VECTOR_MAC,14,14.00,1.00,1.00,1.00,RK_UPDATE_14_14_0|RK_UPDATE_14_14_1|RK_UPDATE_14_14_10|RK_UPDATE_14_14_11|RK_UPDATE_14_14_12|RK_UPDATE_14_14_13|RK_UPDATE_14_14_2|RK_UPDATE_14_14_3|RK_UPDATE_14_14_4|RK_UPDATE_14_14_5|RK_UPDATE_14_14_6|RK_UPDATE_14_14_7|RK_UPDATE_14_14_8|RK_UPDATE_14_14_9
254,14,chol_nb,RK_UPDATE_A_14_15,VECTOR_MAC,14,14.00,1.00,1.00,1.00,RK_UPDATE_14_15_0|RK_UPDATE_14_15_1|RK_UPDATE_14_15_10|RK_UPDATE_14_15_11|RK_UPDATE_14_15_12|RK_UPDATE_14_15_13|RK_UPDATE_14_15_2|RK_UPDATE_14_15_3|RK_UPDATE_14_15_4|RK_UPDATE_14_15_5|RK_UPDATE_14_15_6|RK_UPDATE_14_15_7|RK_UPDATE_14_15_8|RK_UPDATE_14_15_9
255,14,chol_nb,TRSM_14_0,VECTOR_MUL,1,1.00,1.00,1.00,1.00,TRSM_MUL_14_0
256,14,chol_nb,TRSM_14_1,VECTOR_MAC|VECTOR_MUL,2,2.00,1.00,1.00,1.00,TRSM_MUL_14_1|TRSM_NUM_UPD_14_1_0
257,14,chol_nb,TRSM_14_10,VECTOR_MAC|VECTOR_MUL,11,11.00,1.00,1.00,1.00,TRSM_MUL_14_10|TRSM_NUM_UPD_14_10_0|TRSM_NUM_UPD_14_10_1|TRSM_NUM_UPD_14_10_2|TRSM_NUM_UPD_14_10_3|TRSM_NUM_UPD_14_10_4|TRSM_NUM_UPD_14_10_5|TRSM_NUM_UPD_14_10_6|TRSM_NUM_UPD_14_10_7|TRSM_NUM_UPD_14_10_8|TRSM_NUM_UPD_14_10_9
258,14,chol_nb,TRSM_14_11,VECTOR_MAC|VECTOR_MUL,12,12.00,1.00,1.00,1.00,TRSM_MUL_14_11|TRSM_NUM_UPD_14_11_0|TRSM_NUM_UPD_14_11_1|TRSM_NUM_UPD_14_11_10|TRSM_NUM_UPD_14_11_2|TRSM_NUM_UPD_14_11_3|TRSM_NUM_UPD_14_11_4|TRSM_NUM_UPD_14_11_5|TRSM_NUM_UPD_14_11_6|TRSM_NUM_UPD_14_11_7|TRSM_NUM_UPD_14_11_8|TRSM_NUM_UPD_14_11_9
259,14,chol_nb,TRSM_14_12,VECTOR_MAC|VECTOR_MUL,13,13.00,1.00,1.00,1.00,TRSM_MUL_14_12|TRSM_NUM_UPD_14_12_0|TRSM_NUM_UPD_14_12_1|TRSM_NUM_UPD_14_12_10|TRSM_NUM_UPD_14_12_11|TRSM_NUM_UPD_14_12_2|TRSM_NUM_UPD_14_12_3|TRSM_NUM_UPD_14_12_4|TRSM_NUM_UPD_14_12_5|TRSM_NUM_UPD_14_12_6|TRSM_NUM_UPD_14_12_7|TRSM_NUM_UPD_14_12_8|TRSM_NUM_UPD_14_12_9
260,14,chol_nb,TRSM_14_13,VECTOR_MAC|VECTOR_MUL,14,14.00,1.00,1.00,1.00,TRSM_MUL_14_13|TRSM_NUM_UPD_14_13_0|TRSM_NUM_UPD_14_13_1|TRSM_NUM_UPD_14_13_10|TRSM_NUM_UPD_14_13_11|TRSM_NUM_UPD_14_13_12|TRSM_NUM_UPD_14_13_2|TRSM_NUM_UPD_14_13_3|TRSM_NUM_UPD_14_13_4|TRSM_NUM_UPD_14_13_5|TRSM_NUM_UPD_14_13_6|TRSM_NUM_UPD_14_13_7|TRSM_NUM_UPD_14_13_8|TRSM_NUM_UPD_14_13_9
261,14,chol_nb,TRSM_14_2,VECTOR_MAC|VECTOR_MUL,3,3.00,1.00,1.00,1.00,TRSM_MUL_14_2|TRSM_NUM_UPD_14_2_0|TRSM_NUM_UPD_14_2_1
262,14,chol_nb,TRSM_14_3,VECTOR_MAC|VECTOR_MUL,4,4.00,1.00,1.00,1.00,TRSM_MUL_14_3|TRSM_NUM_UPD_14_3_0|TRSM_NUM_UPD_14_3_1|TRSM_NUM_UPD_14_3_2
263,14,chol_nb,TRSM_14_4,VECTOR_MAC|VECTOR_MUL,5,5.00,1.00,1.00,1.00,TRSM_MUL_14_4|TRSM_NUM_UPD_14_4_0|TRSM_NUM_UPD_14_4_1|TRSM_NUM_UPD_14_4_2|TRSM_NUM_UPD_14_4_3
264,14,chol_nb,TRSM_14_5,VECTOR_MAC|VECTOR_MUL,6,6.00,1.00,1.00,1.00,TRSM_MUL_14_5|TRSM_NUM_UPD_14_5_0|TRSM_NUM_UPD_14_5_1|TRSM_NUM_UPD_14_5_2|TRSM_NUM_UPD_14_5_3|TRSM_NUM_UPD_14_5_4
