step_idx,layer_idx,operator_mode,major_step,event_key,onnx_op,compute_op,formula,formula_dims,compute_cycles,matched_events,matched_units
0,-1,chol_nb,GRAM,GRAM,MatMul,MATMUL,G = H^H @ H,16*64*64*16,35.00,CHOL_NB_GRAM,Core0_Cube|Core10_Cube|Core11_Cube|Core12_Cube|Core13_Cube|Core14_Cube|Core15_Cube|Core16_Cube|Core17_Cube|Core18_Cube|Core19_Cube|Core1_Cube|Core20_Cube|Core21_Cube|Core22_Cube|Core23_Cube|Core2_Cube|Core3_Cube|Core4_Cube|Core5_Cube|Core6_Cube|Core7_Cube|Core8_Cube|Core9_Cube
171,4,chol_nb,TRSM_4_3,TRSM_NUM_UPD_4_3_2,SubMul,VECTOR_MAC,"A_{4,3} = A_{4,3} - L_{4,2}L_{3,2}",1,1.00,CHOL_NB_TRSM_NUM_UPD_4_3_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
172,5,chol_nb,POTRF_DIAG_5,POTRF_DIAG_SQRT_5,Sqrt,SCALAR_SQRT,L_diag_5 = sqrt(A_diag_5),1*1,4.00,CHOL_NB_POTRF_DIAG_SQRT_5,Core0_Scalar|Core10_Scalar|Core11_Scalar|Core12_Scalar|Core13_Scalar|Core14_Scalar|Core15_Scalar|Core16_Scalar|Core17_Scalar|Core18_Scalar|Core19_Scalar|Core1_Scalar|Core20_Scalar|Core21_Scalar|Core22_Scalar|Core23_Scalar|Core2_Scalar|Core3_Scalar|Core4_Scalar|Core5_Scalar|Core6_Scalar|Core7_Scalar|Core8_Scalar|Core9_Scalar
173,5,chol_nb,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_0,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,0}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
174,5,chol_nb,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_1,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,1}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
175,5,chol_nb,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_2,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,2}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
176,5,chol_nb,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_3,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,3}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
177,5,chol_nb,POTRF_DIAG_A_5_5,POTRF_DIAG_UPD_5_4,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,4}^2",1,1.00,CHOL_NB_POTRF_DIAG_UPD_5_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
178,5,chol_nb,RK_UPDATE_A_5_10,RK_UPDATE_5_10_0,SubMul,VECTOR_MAC,"A_{5,10} = A_{5,10} - L_{5,0}L_{10,0}",1,1.00,CHOL_NB_RK_UPDATE_5_10_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
179,5,chol_nb,RK_UPDATE_A_5_10,RK_UPDATE_5_10_1,SubMul,VECTOR_MAC,"A_{5,10} = A_{5,10} - L_{5,1}L_{10,1}",1,1.00,CHOL_NB_RK_UPDATE_5_10_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
180,5,chol_nb,RK_UPDATE_A_5_10,RK_UPDATE_5_10_2,SubMul,VECTOR_MAC,"A_{5,10} = A_{5,10} - L_{5,2}L_{10,2}",1,1.00,CHOL_NB_RK_UPDATE_5_10_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
181,5,chol_nb,RK_UPDATE_A_5_10,RK_UPDATE_5_10_3,SubMul,VECTOR_MAC,"A_{5,10} = A_{5,10} - L_{5,3}L_{10,3}",1,1.00,CHOL_NB_RK_UPDATE_5_10_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
182,5,chol_nb,RK_UPDATE_A_5_10,RK_UPDATE_5_10_4,SubMul,VECTOR_MAC,"A_{5,10} = A_{5,10} - L_{5,4}L_{10,4}",1,1.00,CHOL_NB_RK_UPDATE_5_10_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
183,5,chol_nb,RK_UPDATE_A_5_11,RK_UPDATE_5_11_0,SubMul,VECTOR_MAC,"A_{5,11} = A_{5,11} - L_{5,0}L_{11,0}",1,1.00,CHOL_NB_RK_UPDATE_5_11_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
184,5,chol_nb,RK_UPDATE_A_5_11,RK_UPDATE_5_11_1,SubMul,VECTOR_MAC,"A_{5,11} = A_{5,11} - L_{5,1}L_{11,1}",1,1.00,CHOL_NB_RK_UPDATE_5_11_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
185,5,chol_nb,RK_UPDATE_A_5_11,RK_UPDATE_5_11_2,SubMul,VECTOR_MAC,"A_{5,11} = A_{5,11} - L_{5,2}L_{11,2}",1,1.00,CHOL_NB_RK_UPDATE_5_11_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
186,5,chol_nb,RK_UPDATE_A_5_11,RK_UPDATE_5_11_3,SubMul,VECTOR_MAC,"A_{5,11} = A_{5,11} - L_{5,3}L_{11,3}",1,1.00,CHOL_NB_RK_UPDATE_5_11_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
187,5,chol_nb,RK_UPDATE_A_5_11,RK_UPDATE_5_11_4,SubMul,VECTOR_MAC,"A_{5,11} = A_{5,11} - L_{5,4}L_{11,4}",1,1.00,CHOL_NB_RK_UPDATE_5_11_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
188,5,chol_nb,RK_UPDATE_A_5_12,RK_UPDATE_5_12_0,SubMul,VECTOR_MAC,"A_{5,12} = A_{5,12} - L_{5,0}L_{12,0}",1,1.00,CHOL_NB_RK_UPDATE_5_12_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
189,5,chol_nb,RK_UPDATE_A_5_12,RK_UPDATE_5_12_1,SubMul,VECTOR_MAC,"A_{5,12} = A_{5,12} - L_{5,1}L_{12,1}",1,1.00,CHOL_NB_RK_UPDATE_5_12_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
190,5,chol_nb,RK_UPDATE_A_5_12,RK_UPDATE_5_12_2,SubMul,VECTOR_MAC,"A_{5,12} = A_{5,12} - L_{5,2}L_{12,2}",1,1.00,CHOL_NB_RK_UPDATE_5_12_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
191,5,chol_nb,RK_UPDATE_A_5_12,RK_UPDATE_5_12_3,SubMul,VECTOR_MAC,"A_{5,12} = A_{5,12} - L_{5,3}L_{12,3}",1,1.00,CHOL_NB_RK_UPDATE_5_12_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
192,5,chol_nb,RK_UPDATE_A_5_12,RK_UPDATE_5_12_4,SubMul,VECTOR_MAC,"A_{5,12} = A_{5,12} - L_{5,4}L_{12,4}",1,1.00,CHOL_NB_RK_UPDATE_5_12_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
193,5,chol_nb,RK_UPDATE_A_5_13,RK_UPDATE_5_13_0,SubMul,VECTOR_MAC,"A_{5,13} = A_{5,13} - L_{5,0}L_{13,0}",1,1.00,CHOL_NB_RK_UPDATE_5_13_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
194,5,chol_nb,RK_UPDATE_A_5_13,RK_UPDATE_5_13_1,SubMul,VECTOR_MAC,"A_{5,13} = A_{5,13} - L_{5,1}L_{13,1}",1,1.00,CHOL_NB_RK_UPDATE_5_13_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
195,5,chol_nb,RK_UPDATE_A_5_13,RK_UPDATE_5_13_2,SubMul,VECTOR_MAC,"A_{5,13} = A_{5,13} - L_{5,2}L_{13,2}",1,1.00,CHOL_NB_RK_UPDATE_5_13_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
196,5,chol_nb,RK_UPDATE_A_5_13,RK_UPDATE_5_13_3,SubMul,VECTOR_MAC,"A_{5,13} = A_{5,13} - L_{5,3}L_{13,3}",1,1.00,CHOL_NB_RK_UPDATE_5_13_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
197,5,chol_nb,RK_UPDATE_A_5_13,RK_UPDATE_5_13_4,SubMul,VECTOR_MAC,"A_{5,13} = A_{5,13} - L_{5,4}L_{13,4}",1,1.00,CHOL_NB_RK_UPDATE_5_13_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
198,5,chol_nb,RK_UPDATE_A_5_14,RK_UPDATE_5_14_0,SubMul,VECTOR_MAC,"A_{5,14} = A_{5,14} - L_{5,0}L_{14,0}",1,1.00,CHOL_NB_RK_UPDATE_5_14_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
199,5,chol_nb,RK_UPDATE_A_5_14,RK_UPDATE_5_14_1,SubMul,VECTOR_MAC,"A_{5,14} = A_{5,14} - L_{5,1}L_{14,1}",1,1.00,CHOL_NB_RK_UPDATE_5_14_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
200,5,chol_nb,RK_UPDATE_A_5_14,RK_UPDATE_5_14_2,SubMul,VECTOR_MAC,"A_{5,14} = A_{5,14} - L_{5,2}L_{14,2}",1,1.00,CHOL_NB_RK_UPDATE_5_14_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
201,5,chol_nb,RK_UPDATE_A_5_14,RK_UPDATE_5_14_3,SubMul,VECTOR_MAC,"A_{5,14} = A_{5,14} - L_{5,3}L_{14,3}",1,1.00,CHOL_NB_RK_UPDATE_5_14_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
202,5,chol_nb,RK_UPDATE_A_5_14,RK_UPDATE_5_14_4,SubMul,VECTOR_MAC,"A_{5,14} = A_{5,14} - L_{5,4}L_{14,4}",1,1.00,CHOL_NB_RK_UPDATE_5_14_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
203,5,chol_nb,RK_UPDATE_A_5_15,RK_UPDATE_5_15_0,SubMul,VECTOR_MAC,"A_{5,15} = A_{5,15} - L_{5,0}L_{15,0}",1,1.00,CHOL_NB_RK_UPDATE_5_15_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
204,5,chol_nb,RK_UPDATE_A_5_15,RK_UPDATE_5_15_1,SubMul,VECTOR_MAC,"A_{5,15} = A_{5,15} - L_{5,1}L_{15,1}",1,1.00,CHOL_NB_RK_UPDATE_5_15_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
205,5,chol_nb,RK_UPDATE_A_5_15,RK_UPDATE_5_15_2,SubMul,VECTOR_MAC,"A_{5,15} = A_{5,15} - L_{5,2}L_{15,2}",1,1.00,CHOL_NB_RK_UPDATE_5_15_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
206,5,chol_nb,RK_UPDATE_A_5_15,RK_UPDATE_5_15_3,SubMul,VECTOR_MAC,"A_{5,15} = A_{5,15} - L_{5,3}L_{15,3}",1,1.00,CHOL_NB_RK_UPDATE_5_15_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
207,5,chol_nb,RK_UPDATE_A_5_15,RK_UPDATE_5_15_4,SubMul,VECTOR_MAC,"A_{5,15} = A_{5,15} - L_{5,4}L_{15,4}",1,1.00,CHOL_NB_RK_UPDATE_5_15_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
208,5,chol_nb,RK_UPDATE_A_5_5,RK_UPDATE_5_5_0,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,0}L_{5,0}",1,1.00,CHOL_NB_RK_UPDATE_5_5_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
209,5,chol_nb,RK_UPDATE_A_5_5,RK_UPDATE_5_5_1,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,1}L_{5,1}",1,1.00,CHOL_NB_RK_UPDATE_5_5_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
210,5,chol_nb,RK_UPDATE_A_5_5,RK_UPDATE_5_5_2,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,2}L_{5,2}",1,1.00,CHOL_NB_RK_UPDATE_5_5_2,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
211,5,chol_nb,RK_UPDATE_A_5_5,RK_UPDATE_5_5_3,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,3}L_{5,3}",1,1.00,CHOL_NB_RK_UPDATE_5_5_3,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
212,5,chol_nb,RK_UPDATE_A_5_5,RK_UPDATE_5_5_4,SubMul,VECTOR_MAC,"A_{5,5} = A_{5,5} - L_{5,4}L_{5,4}",1,1.00,CHOL_NB_RK_UPDATE_5_5_4,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
213,5,chol_nb,RK_UPDATE_A_5_6,RK_UPDATE_5_6_0,SubMul,VECTOR_MAC,"A_{5,6} = A_{5,6} - L_{5,0}L_{6,0}",1,1.00,CHOL_NB_RK_UPDATE_5_6_0,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
214,5,chol_nb,RK_UPDATE_A_5_6,RK_UPDATE_5_6_1,SubMul,VECTOR_MAC,"A_{5,6} = A_{5,6} - L_{5,1}L_{6,1}",1,1.00,CHOL_NB_RK_UPDATE_5_6_1,Core0_Vector|Core10_Vector|Core11_Vector|Core12_Vector|Core13_Vector|Core14_Vector|Core15_Vector|Core16_Vector|Core17_Vector|Core18_Vector|Core19_Vector|Core1_Vector|Core20_Vector|Core21_Vector|Core22_Vector|Core23_Vector|Core2_Vector|Core3_Vector|Core4_Vector|Core5_Vector|Core6_Vector|Core7_Vector|Core8_Vector|Core9_Vector
